yf_ticker,name,index,exchange
SHB-A.ST,Handelsbanken A,OMXS30,Nasdaq Stockholm
SKA-B.ST,Skanska B,OMXS30,Nasdaq Stockholm
SKF-B.ST,SKF B,OMXS30,Nasdaq Stockholm
SWED-A.ST,Swedbank A,OMXS30,Nasdaq Stockholm
TEL2-B.ST,Tele2 B,OMXS30,Nasdaq Stockholm
TELIA.ST,Telia Company,OMXS30,Nasdaq Stockholm
VOLV-B.ST,Volvo B,OMXS30,Nasdaq Stockholm
OSE: AKRBP.OL,Aker BP,OBX25,Oslo Bors
OSE: BWLPG.OL,BW LPG,OBX25,Oslo Bors
OSE: DNB.OL,DNB Bank,OBX25,Oslo Bors
OSE: EQNR.OL,Equinor,OBX25,Oslo Bors
OSE: FRO.OL,Frontline,OBX25,Oslo Bors
OSE: GJF.OL,Gjensidige Forsikring,OBX25,Oslo Bors
OSE: GOGL.OL,Golden Ocean Group,OBX25,Oslo Bors
OSE: HAFNI.OL,Hafnia Limited,OBX25,Oslo Bors
OSE: HAUTO.OL,Höegh Autoliners ASA,OBX25,Oslo Bors
OSE: KOG.OL,Kongsberg Gruppen,OBX25,Oslo Bors
OSE: MOWI.OL,Mowi,OBX25,Oslo Bors
OSE: MPCC.OL,MPC Container Ships,OBX25,Oslo Bors
OSE: NAS.OL,Norwegian Air Shuttle,OBX25,Oslo Bors
OSE: NHY.OL,Norsk Hydro,OBX25,Oslo Bors
OSE: NOD.OL,Nordic Semiconductor,OBX25,Oslo Bors
OSE: ORK.OL,Orkla,OBX25,Oslo Bors
OSE: SALM.OL,SalMar,OBX25,Oslo Bors
OSE: STB.OL,Storebrand,OBX25,Oslo Bors
OSE: SUBC.OL,Subsea 7,OBX25,Oslo Bors
OSE: TEL.OL,Telenor,OBX25,Oslo Bors
OSE: TGS.OL,TGS ASA,OBX25,Oslo Bors
OSE: TOM.OL,Tomra Systems,OBX25,Oslo Bors
OSE: VAR.OL,Vår Energi ASA,OBX25,Oslo Bors
OSE: WAWI.OL,Wallenius Wilhelmsen,OBX25,Oslo Bors
OSE: YAR.OL,Yara International,OBX25,Oslo Bors
ABBN.SW,ABB Ltd,SMI20,SIX Swiss
ALC.SW,Alcon Inc,SMI20,SIX Swiss
CFR.SW,Compagnie Financière Richemont SA,SMI20,SIX Swiss
GEBN.SW,Geberit AG,SMI20,SIX Swiss
GIVN.SW,Givaudan SA,SMI20,SIX Swiss
HOLN.SW,Holcim Limited,SMI20,SIX Swiss
KNIN.SW,Kuehne + Nagel,SMI20,SIX Swiss
LOGN.SW,Logitech International SA,SMI20,SIX Swiss
LONN.SW,Lonza Group AG,SMI20,SIX Swiss
NESN.SW,Nestlé SA,SMI20,SIX Swiss
NOVN.SW,Novartis International AG,SMI20,SIX Swiss
PGHN.SW,Partners Group Holding AG,SMI20,SIX Swiss
ROG.SW,Roche Holding AG,SMI20,SIX Swiss
SCMN.SW,Swisscom AG,SMI20,SIX Swiss
SIKA.SW,Sika AG,SMI20,SIX Swiss
SLHN.SW,Swiss Life Holding AG,SMI20,SIX Swiss
SOON.SW,Sonova,SMI20,SIX Swiss
SREN.SW,Swiss Reinsurance Company Ltd,SMI20,SIX Swiss
UBSG.SW,UBS Group AG,SMI20,SIX Swiss
ZURN.SW,Zurich Insurance Group AG,SMI20,SIX Swiss
ANDR.VI,Andritz,ATX20,Vienna
BG.VI,BAWAG Group,ATX20,Vienna
CAI.VI,CA Immobilien Anlagen,ATX20,Vienna
EBS.VI,Erste Group Bank,ATX20,Vienna
FLU.VI,Flughafen Wien,ATX20,Vienna
IIA.VI,Immofinanz,ATX20,Vienna
LNZ.VI,Lenzing,ATX20,Vienna
MMK.VI,Mayr-Melnhof Karton,ATX20,Vienna
OMV.VI,OMV,ATX20,Vienna
POST.VI,Oesterreichische Post,ATX20,Vienna
PYT.VI,Polytec Holding,ATX20,Vienna
RBI.VI,Raiffeisen Bank International,ATX20,Vienna
SBO.VI,Schoeller-Bleckmann,ATX20,Vienna
STR.VI,Strabag,ATX20,Vienna
TKA.VI,Telekom Austria,ATX20,Vienna
UQA.VI,UNIQA Insurance Group,ATX20,Vienna
VER.VI,Verbund,ATX20,Vienna
VIG.VI,Vienna Insurance Group,ATX20,Vienna
VOE.VI,voestalpine,ATX20,Vienna
WIE.VI,Wienerberger,ATX20,Vienna
ALE.WA,Allegro,WIG20,Warsaw GPW
ALLEGRO.WA,Allegro.eu,WIG20,Warsaw GPW
ATC.WA,Atlantic,WIG20,Warsaw GPW
BDX.WA,Budimex,WIG20,Warsaw GPW
CCC.WA,CCC,WIG20,Warsaw GPW
CDR.WA,CD Projekt,WIG20,Warsaw GPW
DINO.WA,Dino Polska,WIG20,Warsaw GPW
DNP.WA,DataWalk,WIG20,Warsaw GPW
JSW.WA,JSW,WIG20,Warsaw GPW
KGHM.WA,KGHM Polska Miedz,WIG20,Warsaw GPW
KTY.WA,Kety,WIG20,Warsaw GPW
LPP.WA,LPP,WIG20,Warsaw GPW
MBK.WA,mBank,WIG20,Warsaw GPW
MRC.WA,Mercator Medical,WIG20,Warsaw GPW
OPL.WA,Orange Polska,WIG20,Warsaw GPW
PEO.WA,Bank Pekao,WIG20,Warsaw GPW
PKN.WA,PKN Orlen,WIG20,Warsaw GPW
PKO.WA,PKO Bank Polski,WIG20,Warsaw GPW
PZU.WA,PZU,WIG20,Warsaw GPW
SGN.WA,Shaftesbury,WIG20,Warsaw GPW
THYAO.IS,Turkish Airlines,BIST100,Istanbul
GARAN.IS,Garanti BBVA,BIST100,Istanbul
AKBNK.IS,Akbank,BIST100,Istanbul
ISCTR.IS,Isbank C,BIST100,Istanbul
YKBNK.IS,Yapi Kredi,BIST100,Istanbul
KCHOL.IS,Koc Holding,BIST100,Istanbul
SAHOL.IS,Sabanci Holding,BIST100,Istanbul
BIMAS.IS,BIM,BIST100,Istanbul
EREGL.IS,Eregli Demir Celik,BIST100,Istanbul
TUPRS.IS,Tupras,BIST100,Istanbul
ASELS.IS,Aselsan,BIST100,Istanbul
SISE.IS,Sisecam,BIST100,Istanbul
FROTO.IS,Ford Otosan,BIST100,Istanbul
TOASO.IS,Tofas,BIST100,Istanbul
TCELL.IS,Turkcell,BIST100,Istanbul
PGSUS.IS,Pegasus,BIST100,Istanbul
SASA.IS,Sasa Polyester,BIST100,Istanbul
KRDMD.IS,Kardemir D,BIST100,Istanbul
PETKM.IS,Petkim,BIST100,Istanbul
ARCLK.IS,Arcelik,BIST100,Istanbul
TAVHL.IS,TAV Havalimanlari,BIST100,Istanbul
ENKAI.IS,Enka Insaat,BIST100,Istanbul
VESTL.IS,Vestel,BIST100,Istanbul
GUBRF.IS,Gubre Fabrikalari,BIST100,Istanbul
ALARK.IS,Alarko Holding,BIST100,Istanbul
EKGYO.IS,Emlak Konut GYO,BIST100,Istanbul
TTKOM.IS,Turk Telekom,BIST100,Istanbul
HALKB.IS,Halkbank,BIST100,Istanbul
VAKBN.IS,Vakifbank,BIST100,Istanbul
DOHOL.IS,Dogan Holding,BIST100,Istanbul
AKSEN.IS,Aksa Enerji,BIST100,Istanbul
MGROS.IS,Migros,BIST100,Istanbul
CCOLA.IS,Coca-Cola Icecek,BIST100,Istanbul
AEFES.IS,Anadolu Efes,BIST100,Istanbul
KORDS.IS,Kordsa,BIST100,Istanbul
LOGO.IS,Logo Yazilim,BIST100,Istanbul
TKFEN.IS,Tekfen Holding,BIST100,Istanbul
KONTR.IS,Turk Hava Yollari Kontrolmatik,BIST100,Istanbul
OTKAR.IS,Otokar,BIST100,Istanbul
ENJSA.IS,Enerjisa,BIST100,Istanbul
CEZ.PR,CEZ,PX,Prague
KOMB.PR,Komercni Banka,PX,Prague
MONET.PR,Moneta Money Bank,PX,Prague
ERBAG.PR,Erste Group (Prague),PX,Prague
VIG.PR,Vienna Insurance (Prague),PX,Prague
TABAK.PR,Philip Morris CR,PX,Prague
KOFOL.PR,Kofola,PX,Prague
CZG.PR,Colt CZ Group,PX,Prague
GEVO.PR,Gevorkyan,PX,Prague
OTP.BD,OTP Bank,BUX,Budapest
MOL.BD,MOL,BUX,Budapest
RICHT.BD,Gedeon Richter,BUX,Budapest
MTEL.BD,Magyar Telekom,BUX,Budapest
OPUS.BD,Opus Global,BUX,Budapest
WBERES.BD,Waberer's,BUX,Budapest
ZWACK.BD,Zwack Unicum,BUX,Budapest
RABA.BD,Raba,BUX,Budapest
ANY.BD,ANY Security Printing,BUX,Budapest
PANNERGY.BD,PannErgy,BUX,Budapest
MASTERPLAST.BD,Masterplast,BUX,Budapest
ALTEO.BD,Alteo,BUX,Budapest
TAL1T.TL,Tallink Grupp,OMXTGI,Tallinn
LHV1T.TL,LHV Group,OMXTGI,Tallinn
EGR1T.TL,Enefit Green,OMXTGI,Tallinn
CPA1T.TL,Coop Pank,OMXTGI,Tallinn
IGN1L.VS,Ignitis Grupe,OMXVGI,Vilnius
SAB1L.VS,Siauliu Bankas,OMXVGI,Vilnius
TEL1L.VS,Telia Lietuva,OMXVGI,Vilnius
GZE1R.RG,Latvijas Gaze,OMXRGI,Riga
ARION.IC,Arion Banki,OMXIPI,Iceland
ICESEA.IC,Iceland Seafood,OMXIPI,Iceland
BRIM.IC,Brim,OMXIPI,Iceland
REITIR.IC,Reitir,OMXIPI,Iceland
