symbol,suffix,last_price,Prev_Close,change_pct,darvas_signal,Box_Top,Box_Bottom,Upside_to_Top%,Position_in_Box%,Data_Points,Piotroski_Score,Piotroski_Strong,CoffeeCan,CC_Score,market,yf_symbol,exchange,currency,pegu_score,pegu_grade,sarvas_score,sarvas_signal,data_source,scan_date
APIS,.BO,60.81,61.34,-0.86,IN_BOX,62.6,59.0,2.94,50.3,61.0,,,,,IN,APIS.BO,,,70,A,5,SELL,local,2026-07-03
UVS,.BO,86.5,87.25,-0.86,BREAKDOWN_SELL,101.45,86.55,17.28,-0.3,61.0,,,,,IN,UVS.BO,,,70,A,5,SELL,local,2026-07-03
GROWWSLVR,.NS,21.84,22.03,-0.86,BREAKDOWN_SELL,23.96,21.56,0.0,-898.3,63.0,,,,,IN,GROWWSLVR.NS,,,70,A,5,SELL,local,2026-07-03
HMAAGRO,.NS,21.98,22.17,-0.86,IN_BOX,22.88,21.32,4.09,42.3,62.0,,,,,IN,HMAAGRO.NS,,,70,A,5,SELL,local,2026-07-03
AFLTD,.BO,45.01,45.4,-0.86,IN_BOX,47.85,44.0,6.31,26.2,20.0,,,,,IN,AFLTD.BO,,,70,A,5,SELL,local,2026-07-03
INOXWIND,.NS,89.52,90.3,-0.86,IN_BOX,93.3,88.2,4.22,25.9,63.0,,,,,IN,INOXWIND.NS,,,70,A,5,SELL,local,2026-07-03
GGAUTO,.BO,149.45,150.75,-0.86,IN_BOX,157.8,147.85,5.59,16.1,61.0,,,,,IN,GGAUTO.BO,,,70,A,5,SELL,local,2026-07-03
INDORAMA,.NS,45.63,46.03,-0.87,IN_BOX,47.74,44.8,4.62,28.2,63.0,,,,,IN,INDORAMA.NS,,,70,A,5,SELL,local,2026-07-03
AWHCL,.NS,472.0,476.15,-0.87,BREAKOUT_BUY,450.95,432.75,-4.46,215.7,63.0,,,,,IN,AWHCL.NS,,,70,A,5,SELL,local,2026-07-03
ELGIEQUIP,.NS,604.05,609.35,-0.87,IN_BOX,618.0,594.8,2.31,39.9,63.0,,,,,IN,ELGIEQUIP.NS,,,70,A,5,SELL,local,2026-07-03
VISACHROME,.BO,42.29,42.66,-0.87,IN_BOX,43.5,38.04,2.86,77.8,61.0,,,,,IN,VISACHROME.BO,,,70,A,5,SELL,local,2026-07-03
RHL,.NS,177.3,178.85,-0.87,IN_BOX,184.0,175.0,3.78,25.6,61.0,,,,,IN,RHL.NS,,,70,A,5,SELL,local,2026-07-03
JINDALPHOT,.NS,1068.2,1077.6,-0.87,BREAKDOWN_SELL,1130.0,1070.6,5.79,-4.0,62.0,,,,,IN,JINDALPHOT.NS,,,70,A,5,SELL,local,2026-07-03
UFLEX,.NS,426.45,430.25,-0.88,IN_BOX,445.54,416.25,4.48,34.8,62.0,,,,,IN,UFLEX.NS,,,70,A,5,SELL,local,2026-07-03
NAVKARURB,.BO,1.12,1.13,-0.88,BREAKOUT_BUY,0.99,0.9,-11.61,244.4,61.0,,,,,IN,NAVKARURB.BO,,,70,A,5,SELL,local,2026-07-03
HINDPETRO,.NS,409.25,412.9,-0.88,BREAKOUT_BUY,405.8,390.0,-0.84,121.8,63.0,8.0,YES,FAIL,2/5,IN,HINDPETRO.NS,,,70,A,5,SELL,local,2026-07-03
KOHINOOR,.NS,25.84,26.07,-0.88,IN_BOX,26.5,25.18,2.55,50.0,62.0,,,,,IN,KOHINOOR.NS,,,70,A,5,SELL,local,2026-07-03
CONCOR,.NS,469.8,473.95,-0.88,BREAKOUT_BUY,457.8,437.45,-2.55,159.0,63.0,,,,,IN,CONCOR.NS,,,70,A,5,SELL,local,2026-07-03
KSL,.NS,818.7,826.0,-0.88,IN_BOX,839.9,770.1,2.59,69.6,63.0,,,,,IN,KSL.NS,,,70,A,5,SELL,local,2026-07-03
PAUSHAKLTD,.NS,493.4,497.8,-0.88,BREAKOUT_BUY,475.9,454.65,-3.55,182.4,63.0,,,,,IN,PAUSHAKLTD.NS,,,70,A,5,SELL,local,2026-07-03
CNCRD,.BO,2802.45,2827.4,-0.88,IN_BOX,2924.8,2700.0,4.37,45.6,61.0,,,,,IN,CNCRD.BO,,,70,A,5,SELL,local,2026-07-03
BAJAJFINSV,.NS,1764.6,1780.5,-0.89,IN_BOX,1794.0,1750.0,1.67,33.2,63.0,,,,,IN,BAJAJFINSV.NS,,,70,A,5,SELL,local,2026-07-03
BFINVEST,.NS,457.6,461.7,-0.89,BREAKOUT_BUY,436.1,419.6,-4.7,230.3,63.0,,,,,IN,BFINVEST.NS,,,70,A,5,SELL,local,2026-07-03
NEETUYOSHI,.BO,150.25,151.6,-0.89,BREAKOUT_BUY,147.9,140.0,-1.56,129.7,61.0,6.0,NO,FAIL,—,IN,NEETUYOSHI.BO,,,70,A,5,SELL,local,2026-07-03
NMDC,.NS,84.94,85.7,-0.89,IN_BOX,89.25,84.0,5.07,17.9,62.0,,,,,IN,NMDC.NS,,,70,A,5,SELL,local,2026-07-03
DONEAR,.NS,90.58,91.39,-0.89,IN_BOX,92.5,88.82,2.12,47.8,62.0,,,,,IN,DONEAR.NS,,,70,A,5,SELL,local,2026-07-03
PTL,.NS,42.13,42.51,-0.89,BREAKOUT_BUY,40.9,39.0,-2.92,164.7,63.0,,,,,IN,PTL.NS,,,70,A,5,SELL,local,2026-07-03
MIDSELIETF,.NS,18.95,19.12,-0.89,BREAKOUT_BUY,18.59,17.81,-1.9,146.2,61.0,,NO,FAIL,,IN,MIDSELIETF.NS,,,70,A,5,SELL,local,2026-07-03
DATAMATICS,.NS,799.8,807.1,-0.9,IN_BOX,823.0,793.25,2.9,22.0,63.0,,,,,IN,DATAMATICS.NS,,,70,A,5,SELL,local,2026-07-03
JSWDULUX,.NS,3199.1,3228.3,-0.9,IN_BOX,3219.5,3056.3,0.64,87.5,63.0,,,,,IN,JSWDULUX.NS,,,70,A,5,SELL,local,2026-07-03
PALASHSECU,.NS,91.62,92.45,-0.9,IN_BOX,100.0,91.6,9.15,0.2,62.0,,,,,IN,PALASHSECU.NS,,,70,A,5,SELL,local,2026-07-03
EUREKAFORB,.NS,458.3,462.45,-0.9,BREAKOUT_BUY,446.9,426.0,-2.49,154.5,63.0,,,,,IN,EUREKAFORB.NS,,,70,A,5,SELL,local,2026-07-03
KSB,.NS,934.35,942.8,-0.9,BREAKOUT_BUY,833.7,794.05,-10.77,353.8,63.0,,,,,IN,KSB.NS,,,70,A,5,SELL,local,2026-07-03
MAHKTECH,.NS,22.12,22.32,-0.9,BREAKDOWN_SELL,22.68,22.12,0.0,-3950.0,63.0,,,,,IN,MAHKTECH.NS,,,70,A,5,SELL,local,2026-07-03
ASIANENE,.NS,368.3,371.65,-0.9,IN_BOX,373.85,346.2,1.51,79.9,63.0,,,,,IN,ASIANENE.NS,,,70,A,5,SELL,local,2026-07-03
CPSEETF,.NS,97.87,98.76,-0.9,BREAKDOWN_SELL,112.0,95.93,0.0,-597.0,63.0,,,,,IN,CPSEETF.NS,,,70,A,5,SELL,local,2026-07-03
SILVER,.NS,222.62,224.65,-0.9,BREAKDOWN_SELL,243.99,223.21,9.6,-2.8,61.0,,,,,IN,SILVER.NS,,,70,A,5,SELL,local,2026-07-03
PURETROP,.BO,154.0,155.4,-0.9,IN_BOX,158.8,151.25,3.12,36.4,61.0,,,,,IN,PURETROP.BO,,,70,A,5,SELL,local,2026-07-03
LPDC,.NS,6.55,6.61,-0.91,IN_BOX,7.14,6.37,9.01,23.4,62.0,,,,,IN,LPDC.NS,,,70,A,5,SELL,local,2026-07-03
BANCOINDIA,.NS,658.85,664.9,-0.91,IN_BOX,687.95,657.2,4.42,5.4,62.0,,,,,IN,BANCOINDIA.NS,,,70,A,5,SELL,local,2026-07-03
KANSAINER,.NS,212.41,214.37,-0.91,IN_BOX,219.24,208.39,3.22,37.1,62.0,,,,,IN,KANSAINER.NS,,,70,A,5,SELL,local,2026-07-03
ASHIMASYN,.NS,15.2,15.34,-0.91,IN_BOX,16.32,15.2,7.37,0.0,63.0,,,,,IN,ASHIMASYN.NS,,,70,A,5,SELL,local,2026-07-03
LLOYDSENGG,.NS,84.91,85.69,-0.91,BREAKOUT_BUY,72.45,66.51,-14.67,309.8,63.0,,,,,IN,LLOYDSENGG.NS,,,70,A,5,SELL,local,2026-07-03
JAYIND,.BO,13.01,13.13,-0.91,BREAKOUT_BUY,12.55,11.93,-3.54,174.2,62.0,,,,,IN,JAYIND.BO,,,70,A,5,SELL,local,2026-07-03
RHIM,.NS,376.2,379.65,-0.91,IN_BOX,384.5,356.4,2.21,70.5,61.0,,,,,IN,RHIM.NS,,,70,A,5,SELL,local,2026-07-03
RHFL,.BO,2.17,2.19,-0.91,IN_BOX,2.27,2.14,4.61,23.1,62.0,,,,,IN,RHFL.BO,,,70,A,5,SELL,local,2026-07-03
PATELRMART,.NS,212.55,214.5,-0.91,BREAKDOWN_SELL,226.16,213.41,6.4,-6.7,63.0,,,,,IN,PATELRMART.NS,,,70,A,5,SELL,local,2026-07-03
CANBK,.NS,128.95,130.15,-0.92,BREAKDOWN_SELL,136.33,129.2,5.72,-3.5,63.0,,,,,IN,CANBK.NS,,,70,A,5,SELL,local,2026-07-03
PREMCO,.NS,362.5,365.85,-0.92,IN_BOX,390.0,360.0,7.59,8.3,47.0,,,,,IN,PREMCO.NS,,,70,A,5,SELL,local,2026-07-03
SILVER1,.NS,21.6,21.8,-0.92,IN_BOX,24.34,21.52,12.69,2.8,61.0,,,,,IN,SILVER1.NS,,,70,A,5,SELL,local,2026-07-03
TRITURBINE,.NS,669.35,675.55,-0.92,IN_BOX,690.95,656.55,3.23,37.2,62.0,,,,,IN,TRITURBINE.NS,,,70,A,5,SELL,local,2026-07-03
GOODLUCK,.NS,1404.7,1417.8,-0.92,BREAKOUT_BUY,1350.0,1270.7,-3.89,169.0,62.0,,,,,IN,GOODLUCK.NS,,,70,A,5,SELL,local,2026-07-03
3BBLACKBIO,.NS,1159.7,1170.5,-0.92,IN_BOX,1225.9,1154.3,5.71,7.5,47.0,,,,,IN,3BBLACKBIO.NS,,,70,A,5,SELL,local,2026-07-03
GARGI,.BO,816.8,824.35,-0.92,BREAKDOWN_SELL,875.0,830.05,7.13,-29.5,61.0,,,,,IN,GARGI.BO,,,70,A,5,SELL,local,2026-07-03
KAJARIACER,.NS,1196.6,1207.7,-0.92,BREAKOUT_BUY,1104.1,1060.1,-7.73,310.2,63.0,,,,,IN,KAJARIACER.NS,,,70,A,5,SELL,local,2026-07-03
FIBERWEB,.NS,30.11,30.39,-0.92,BREAKOUT_BUY,28.87,26.85,-4.12,161.4,62.0,,,,,IN,FIBERWEB.NS,,,70,A,5,SELL,local,2026-07-03
PUNJABCHEM,.NS,1031.9,1041.6,-0.93,IN_BOX,1061.9,1007.8,2.91,44.5,61.0,,,,,IN,PUNJABCHEM.NS,,,70,A,5,SELL,local,2026-07-03
AXISGOLD,.NS,118.21,119.32,-0.93,BREAKDOWN_SELL,124.09,117.61,0.0,-1815.0,63.0,,,,,IN,AXISGOLD.NS,,,70,A,5,SELL,local,2026-07-03
INDRAMEDCO,.NS,385.45,389.05,-0.93,IN_BOX,389.45,377.05,1.04,67.7,63.0,,,,,IN,INDRAMEDCO.NS,,,70,A,5,SELL,local,2026-07-03
COHANCE,.NS,458.05,462.35,-0.93,BREAKOUT_BUY,442.35,403.4,-3.43,140.3,63.0,,,,,IN,COHANCE.NS,,,70,A,5,SELL,local,2026-07-03
BBNPPGOLD,.NS,137.85,139.15,-0.93,BREAKDOWN_SELL,143.15,137.1,0.0,-2266.1,63.0,,,,,IN,BBNPPGOLD.NS,,,70,A,5,SELL,local,2026-07-03
TUTIALKA,.BO,51.39,51.88,-0.94,IN_BOX,54.69,48.55,6.42,46.3,61.0,,,,,IN,TUTIALKA.BO,,,70,A,5,SELL,local,2026-07-03
UMIYA-MRO,.NS,91.08,91.94,-0.94,BREAKOUT_BUY,87.7,84.51,-3.71,206.0,61.0,,,,,IN,UMIYA-MRO.NS,,,70,A,5,SELL,local,2026-07-03
CHALET,.NS,818.95,826.75,-0.94,BREAKOUT_BUY,774.3,720.35,-5.45,182.8,63.0,,,,,IN,CHALET.NS,,,70,A,5,SELL,local,2026-07-03
KFINTECH,.NS,874.15,882.45,-0.94,BREAKOUT_BUY,859.0,800.05,-1.73,125.7,63.0,7.0,YES,PASS,5/5,IN,KFINTECH.NS,,,70,A,5,SELL,local,2026-07-03
INDIAMART,.NS,1955.4,1974.0,-0.94,BREAKDOWN_SELL,2115.1,1964.0,8.17,-5.7,63.0,,,,,IN,INDIAMART.NS,,,70,A,5,SELL,local,2026-07-03
BLUESTARCO,.NS,1637.2,1652.8,-0.94,BREAKOUT_BUY,1625.9,1542.2,-0.69,113.5,63.0,4.0,NO,FAIL,—,IN,BLUESTARCO.NS,,,70,A,5,SELL,local,2026-07-03
THELEELA,.NS,483.9,488.5,-0.94,BREAKOUT_BUY,472.75,433.0,-2.3,128.1,61.0,,,,,IN,THELEELA.NS,,,70,A,5,SELL,local,2026-07-03
ADANIPORTS,.NS,1796.0,1813.3,-0.95,IN_BOX,1849.0,1775.0,2.95,28.4,63.0,,,,,IN,ADANIPORTS.NS,,,70,A,5,SELL,local,2026-07-03
CENTRALBK,.NS,32.2,32.51,-0.95,IN_BOX,33.31,32.2,3.45,0.0,63.0,,,,,IN,CENTRALBK.NS,,,70,A,5,SELL,local,2026-07-03
BOROSCI,.NS,154.84,156.33,-0.95,IN_BOX,159.2,151.3,2.82,44.8,63.0,,,,,IN,BOROSCI.NS,,,70,A,5,SELL,local,2026-07-03
DMART,.NS,4294.6,4336.0,-0.95,BREAKOUT_BUY,4208.8,3955.0,-2.0,133.8,63.0,,,,,IN,DMART.NS,,,70,A,5,SELL,local,2026-07-03
OXFORDIN,.BO,14.56,14.7,-0.95,IN_BOX,18.55,14.38,27.4,4.3,61.0,,,,,IN,OXFORDIN.BO,,,70,A,5,SELL,local,2026-07-03
TRENT,.NS,3216.2,3247.0,-0.95,BREAKOUT_BUY,2844.8,2676.05,-11.55,320.1,62.0,,,,,IN,TRENT.NS,,,70,A,5,SELL,local,2026-07-03
GILLETTE,.NS,7719.0,7793.0,-0.95,BREAKDOWN_SELL,7915.0,7770.0,2.54,-35.2,63.0,,,,,IN,GILLETTE.NS,,,70,A,5,SELL,local,2026-07-03
HINDADH,.BO,302.75,305.7,-0.96,IN_BOX,322.45,290.0,6.51,39.3,61.0,,,,,IN,HINDADH.BO,,,70,A,5,SELL,local,2026-07-03
MANGALAM,.NS,28.79,29.07,-0.96,BREAKDOWN_SELL,31.0,29.16,7.68,-20.1,63.0,,,,,IN,MANGALAM.NS,,,70,A,5,SELL,local,2026-07-03
BBTC,.NS,1556.7,1571.8,-0.96,BREAKOUT_BUY,1552.0,1510.3,-0.3,111.3,63.0,7.0,YES,FAIL,3/5,IN,BBTC.NS,,,70,A,5,SELL,local,2026-07-03
ADMACH,.BO,300.1,303.0,-0.96,IN_BOX,309.0,281.0,2.97,68.2,61.0,,,,,IN,ADMACH.BO,,,70,A,5,SELL,local,2026-07-03
EMIAC,.BO,99.05,100.01,-0.96,BREAKOUT_BUY,98.99,95.5,-0.06,101.7,52.0,4.0,NO,FAIL,—,IN,EMIAC.BO,,,70,A,5,SELL,local,2026-07-03
DCMSRIND,.NS,37.93,38.3,-0.97,IN_BOX,39.4,37.53,3.88,21.4,63.0,,,,,IN,DCMSRIND.NS,,,70,A,5,SELL,local,2026-07-03
APEX,.NS,407.8,411.8,-0.97,IN_BOX,433.8,407.8,6.38,0.0,63.0,,,,,IN,APEX.NS,,,70,A,5,SELL,local,2026-07-03
JOINDRE,.BO,48.79,49.27,-0.97,IN_BOX,50.25,47.0,2.99,55.1,61.0,,,,,IN,JOINDRE.BO,,,70,A,5,SELL,local,2026-07-03
CSLFINANCE,.NS,225.97,228.19,-0.97,IN_BOX,233.76,223.0,3.45,27.6,62.0,,,,,IN,CSLFINANCE.NS,,,70,A,5,SELL,local,2026-07-03
IRONWOOD,.BO,43.82,44.25,-0.97,IN_BOX,45.49,42.0,3.81,52.1,61.0,,,,,IN,IRONWOOD.BO,,,70,A,5,SELL,local,2026-07-03
ANDHRAPAP,.NS,63.61,64.23,-0.97,BREAKOUT_BUY,63.0,60.15,-0.96,121.4,62.0,5.0,NO,FAIL,—,IN,ANDHRAPAP.NS,,,70,A,5,SELL,local,2026-07-03
ICICIAMC,.NS,3326.9,3359.6,-0.97,BREAKDOWN_SELL,3568.0,3332.0,7.25,-2.2,63.0,,,,,IN,ICICIAMC.NS,,,70,A,5,SELL,local,2026-07-03
CALCOM,.BO,80.0,80.79,-0.98,IN_BOX,81.0,75.05,1.25,83.2,61.0,,,,,IN,CALCOM.BO,,,70,A,5,SELL,local,2026-07-03
DALMIASUG,.NS,324.95,328.15,-0.98,BREAKDOWN_SELL,341.0,325.75,4.94,-5.2,62.0,,,,,IN,DALMIASUG.NS,,,70,A,5,SELL,local,2026-07-03
NAHARCAP,.NS,252.5,255.0,-0.98,IN_BOX,259.9,246.6,2.93,44.4,62.0,,,,,IN,NAHARCAP.NS,,,70,A,5,SELL,local,2026-07-03
EGOLD,.NS,142.1,143.5,-0.98,BREAKDOWN_SELL,150.1,141.65,0.0,-1676.3,63.0,,,,,IN,EGOLD.NS,,,70,A,5,SELL,local,2026-07-03
BHANDARI,.BO,3.03,3.06,-0.98,IN_BOX,3.24,3.0,6.93,12.5,61.0,,,,,IN,BHANDARI.BO,,,70,A,5,SELL,local,2026-07-03
ANJANI,.BO,23.16,23.39,-0.98,IN_BOX,23.9,22.5,3.2,47.1,61.0,,,,,IN,ANJANI.BO,,,70,A,5,SELL,local,2026-07-03
AAYUSH,.BO,27.14,27.41,-0.99,IN_BOX,29.6,26.62,9.06,17.4,61.0,,,,,IN,AAYUSH.BO,,,70,A,5,SELL,local,2026-07-03
CNL,.NS,731.6,738.95,-0.99,IN_BOX,769.8,718.0,5.22,26.3,62.0,,,,,IN,CNL.NS,,,70,A,5,SELL,local,2026-07-03
SVPGLOB,.BO,4.0,4.04,-0.99,IN_BOX,4.09,3.7,2.25,76.9,61.0,,,,,IN,SVPGLOB.BO,,,70,A,5,SELL,local,2026-07-03
HFIL,.BO,9.03,9.12,-0.99,IN_BOX,9.55,8.8,5.76,30.7,61.0,,,,,IN,HFIL.BO,,,70,A,5,SELL,local,2026-07-03
SWSOLAR,.NS,246.68,249.15,-0.99,BREAKOUT_BUY,205.8,191.2,-16.57,380.0,62.0,,,,,IN,SWSOLAR.NS,,,70,A,5,SELL,local,2026-07-03
VARDMNPOLY,.NS,6.97,7.04,-0.99,IN_BOX,8.0,6.7,14.78,20.8,61.0,,,,,IN,VARDMNPOLY.NS,,,70,A,5,SELL,local,2026-07-03
GABRIEL,.NS,1229.2,1241.5,-0.99,BREAKOUT_BUY,1070.0,975.6,-12.95,268.6,63.0,,,,,IN,GABRIEL.NS,,,70,A,5,SELL,local,2026-07-03
IZMO,.NS,1015.7,1025.9,-0.99,BREAKOUT_BUY,1011.4,896.15,-0.42,103.7,62.0,6.0,NO,FAIL,—,IN,IZMO.NS,,,70,A,5,SELL,local,2026-07-03
ALFAICA,.BO,79.0,79.8,-1.0,IN_BOX,80.0,75.0,1.27,80.0,62.0,,,,,IN,ALFAICA.BO,,,70,A,5,SELL,local,2026-07-03
SHEKHAWATI,.BO,13.88,14.02,-1.0,IN_BOX,15.07,13.6,8.57,19.0,61.0,,,,,IN,SHEKHAWATI.BO,,,70,A,5,SELL,local,2026-07-03
SUGSLLOYD,.BO,123.5,124.75,-1.0,IN_BOX,134.2,121.65,8.66,14.7,61.0,,,,,IN,SUGSLLOYD.BO,,,70,A,5,SELL,local,2026-07-03
KPIL,.NS,1384.2,1398.2,-1.0,BREAKOUT_BUY,1335.0,1241.0,-3.55,152.3,63.0,,,,,IN,KPIL.NS,,,70,A,5,SELL,local,2026-07-03
RAINBOWF,.BO,40.0,40.41,-1.01,IN_BOX,41.89,39.05,4.72,33.5,61.0,,,,,IN,RAINBOWF.BO,,,70,A,5,SELL,local,2026-07-03
AMBICAAGAR,.NS,24.55,24.8,-1.01,IN_BOX,25.6,23.9,4.28,38.2,62.0,,,,,IN,AMBICAAGAR.NS,,,70,A,5,SELL,local,2026-07-03
MACPLASQ,.BO,270.75,273.5,-1.01,IN_BOX,285.8,248.65,5.56,59.5,61.0,,,,,IN,MACPLASQ.BO,,,70,A,5,SELL,local,2026-07-03
GLCL,.BO,20.63,20.84,-1.01,IN_BOX,22.39,19.86,8.53,30.4,61.0,,,,,IN,GLCL.BO,,,70,A,5,SELL,local,2026-07-03
LAKSHMIMIL,.BO,7422.8,7498.35,-1.01,IN_BOX,7598.0,7250.0,2.36,49.7,61.0,,,,,IN,LAKSHMIMIL.BO,,,70,A,5,SELL,local,2026-07-03
ABCAPITAL,.NS,390.8,394.8,-1.01,BREAKOUT_BUY,366.3,334.8,-6.27,177.8,63.0,,,,,IN,ABCAPITAL.NS,,,70,A,5,SELL,local,2026-07-03
JISLDVREQS,.NS,24.39,24.64,-1.01,IN_BOX,24.5,22.15,0.45,95.3,63.0,,,,,IN,JISLDVREQS.NS,,,70,A,5,SELL,local,2026-07-03
GREENPOWER,.NS,10.74,10.85,-1.01,BREAKDOWN_SELL,11.38,10.77,5.96,-4.9,63.0,,,,,IN,GREENPOWER.NS,,,70,A,5,SELL,local,2026-07-03
AMBIT,.BO,9.8,9.9,-1.01,BREAKOUT_BUY,9.7,7.93,-1.02,105.6,61.0,4.0,NO,FAIL,—,IN,AMBIT.BO,,,70,A,5,SELL,local,2026-07-03
RUPA,.NS,167.18,168.9,-1.02,BREAKOUT_BUY,152.62,144.0,-8.71,268.9,62.0,,,,,IN,RUPA.NS,,,70,A,5,SELL,local,2026-07-03
PFC,.NS,432.65,437.1,-1.02,IN_BOX,440.65,412.5,1.85,71.6,63.0,,,,,IN,PFC.NS,,,70,A,5,SELL,local,2026-07-03
NSL,.BO,126.15,127.45,-1.02,BREAKOUT_BUY,125.0,118.3,-0.91,117.2,61.0,5.0,NO,FAIL,—,IN,NSL.BO,,,70,A,5,SELL,local,2026-07-03
MEESHO,.NS,186.45,188.37,-1.02,BREAKOUT_BUY,174.86,164.38,-6.22,210.6,63.0,,,,,IN,MEESHO.NS,,,70,A,5,SELL,local,2026-07-03
BHARAT,.BO,24.3,24.55,-1.02,IN_BOX,25.25,22.85,3.91,60.4,61.0,,,,,IN,BHARAT.BO,,,70,A,5,SELL,local,2026-07-03
SALORAINTL,.BO,29.0,29.3,-1.02,IN_BOX,30.5,27.58,5.17,48.6,61.0,,,,,IN,SALORAINTL.BO,,,70,A,5,SELL,local,2026-07-03
LUPIN,.NS,2343.5,2367.6,-1.02,BREAKOUT_BUY,2306.3,2232.2,-1.59,150.2,63.0,7.0,YES,PASS,5/5,IN,LUPIN.NS,,,70,A,5,SELL,local,2026-07-03
JKLAKSHMI,.NS,594.6,600.7,-1.02,IN_BOX,596.5,580.2,0.32,88.3,63.0,,,,,IN,JKLAKSHMI.NS,,,70,A,5,SELL,local,2026-07-03
TITANIN,.BO,0.97,0.98,-1.02,IN_BOX,1.03,0.96,6.19,14.3,61.0,,,,,IN,TITANIN.BO,,,70,A,5,SELL,local,2026-07-03
PFIZER,.NS,4460.7,4507.2,-1.03,IN_BOX,4577.9,4431.0,2.63,20.2,62.0,,,,,IN,PFIZER.NS,,,70,A,5,SELL,local,2026-07-03
ADANIENT,.NS,3038.0,3069.7,-1.03,BREAKOUT_BUY,2993.56,2886.2,-1.46,141.4,63.0,4.0,NO,FAIL,—,IN,ADANIENT.NS,,,70,A,5,SELL,local,2026-07-03
ANSALHSG,.BO,6.73,6.8,-1.03,IN_BOX,7.1,6.44,5.5,43.9,61.0,,,,,IN,ANSALHSG.BO,,,70,A,5,SELL,local,2026-07-03
PAKKA,.NS,80.97,81.81,-1.03,IN_BOX,84.84,80.0,4.78,20.0,62.0,,,,,IN,PAKKA.NS,,,70,A,5,SELL,local,2026-07-03
SHANTIGEAR,.NS,441.2,445.8,-1.03,BREAKDOWN_SELL,459.0,443.0,4.03,-11.2,61.0,,,,,IN,SHANTIGEAR.NS,,,70,A,5,SELL,local,2026-07-03
UNIMECH,.NS,1135.4,1147.25,-1.03,IN_BOX,1193.95,1125.0,5.16,15.1,61.0,,,,,IN,UNIMECH.NS,,,70,A,5,SELL,local,2026-07-03
MADHAVIPL,.NS,8.59,8.68,-1.04,IN_BOX,9.28,8.58,8.03,1.4,47.0,,,,,IN,MADHAVIPL.NS,,,70,A,5,SELL,local,2026-07-03
RELIABLE,.NS,151.84,153.44,-1.04,IN_BOX,159.38,150.0,4.97,19.6,62.0,,,,,IN,RELIABLE.NS,,,70,A,5,SELL,local,2026-07-03
IONEXCHANG,.NS,398.65,402.85,-1.04,BREAKOUT_BUY,351.95,327.3,-11.71,289.5,63.0,,,,,IN,IONEXCHANG.NS,,,70,A,5,SELL,local,2026-07-03
RATNAVEER,.NS,180.51,182.4,-1.04,IN_BOX,195.0,180.3,8.03,1.4,62.0,,,,,IN,RATNAVEER.NS,,,70,A,5,SELL,local,2026-07-03
ACTIVE,.BO,119.5,120.75,-1.04,IN_BOX,132.2,119.0,10.63,3.8,61.0,,,,,IN,ACTIVE.BO,,,70,A,5,SELL,local,2026-07-03
AVANCE,.BO,0.95,0.96,-1.04,IN_BOX,1.0,0.93,5.26,28.6,61.0,,,,,IN,AVANCE.BO,,,70,A,5,SELL,local,2026-07-03
HALDYNGL,.BO,119.15,120.4,-1.04,BREAKDOWN_SELL,129.0,120.0,8.27,-9.4,61.0,,,,,IN,HALDYNGL.BO,,,70,A,5,SELL,local,2026-07-03
ARCHIES,.NS,14.29,14.44,-1.04,IN_BOX,15.0,13.65,4.97,47.4,62.0,,,,,IN,ARCHIES.NS,,,70,A,5,SELL,local,2026-07-03
ORIENTPPR,.NS,17.11,17.29,-1.04,IN_BOX,18.2,17.1,6.37,0.9,61.0,,,,,IN,ORIENTPPR.NS,,,70,A,5,SELL,local,2026-07-03
YOGISUNG,.BO,7.62,7.7,-1.04,IN_BOX,8.0,7.55,4.99,15.6,61.0,,,,,IN,YOGISUNG.BO,,,70,A,5,SELL,local,2026-07-03
KPIGREEN,.NS,398.7,402.9,-1.04,BREAKDOWN_SELL,416.0,404.0,4.34,-44.2,63.0,,,,,IN,KPIGREEN.NS,,,70,A,5,SELL,local,2026-07-03
JETFREIGHT,.NS,20.86,21.08,-1.04,BREAKDOWN_SELL,22.75,20.91,9.06,-2.7,63.0,,,,,IN,JETFREIGHT.NS,,,70,A,5,SELL,local,2026-07-03
CTE,.NS,31.18,31.51,-1.05,IN_BOX,34.0,30.01,9.04,29.3,62.0,,,,,IN,CTE.NS,,,70,A,5,SELL,local,2026-07-03
MONTECARLO,.NS,556.95,562.85,-1.05,BREAKOUT_BUY,554.6,517.2,-0.42,106.3,62.0,6.0,NO,FAIL,—,IN,MONTECARLO.NS,,,70,A,5,SELL,local,2026-07-03
SILVERIETF,.NS,222.46,224.83,-1.05,BREAKDOWN_SELL,243.96,223.3,9.66,-4.1,61.0,,,,,IN,SILVERIETF.NS,,,70,A,5,SELL,local,2026-07-03
AXISILVER,.NS,221.69,224.05,-1.05,BREAKDOWN_SELL,244.92,218.71,0.0,-834.5,63.0,,,,,IN,AXISILVER.NS,,,70,A,5,SELL,local,2026-07-03
DIVSHKT,.BO,49.05,49.57,-1.05,BREAKOUT_BUY,47.84,45.0,-2.47,142.6,61.0,,,,,IN,DIVSHKT.BO,,,70,A,5,SELL,local,2026-07-03
WHITEORG,.BO,3.76,3.8,-1.05,IN_BOX,3.98,3.7,5.85,21.4,61.0,,,,,IN,WHITEORG.BO,,,70,A,5,SELL,local,2026-07-03
